code,year,diag_age,rate,lower95,upper95,Race,Sex
di,1987,65-69,262.611,248.264,277.571,All races,F
di,1987,70-74,369.475,350.571,389.133,All races,F
di,1987,75-79,481.844,457.417,507.236,All races,F
di,1987,80-84,641.737,607.491,677.411,All races,F
di,1987,85+,723.272,685.102,763.015,All races,F
di,1988,All ages,79.401,77.802,81.025,All races,F
di,1988,00-04,,,,All races,F
di,1988,00,,,,All races,F
di,1988,01-04,,,,All races,F
di,1988,05-09,,,,All races,F
di,1988,10-14,,,,All races,F
di,1988,15-19,,,,All races,F
di,1988,20-24,,,,All races,F
di,1988,25-29,2.282,1.462,3.396,All races,F
di,1988,30-34,4.219,3.077,5.645,All races,F
di,1988,35-39,10.203,8.274,12.447,All races,F
di,1988,40-44,17.294,14.557,20.396,All races,F
di,1988,45-49,36.416,31.862,41.439,All races,F
di,1988,50-54,72.227,65.138,79.878,All races,F
di,1988,55-59,123.239,113.795,133.257,All races,F
di,1988,60-64,179.335,167.981,191.255,All races,F
di,1988,65-69,262.133,247.863,277.01,All races,F
di,1988,70-74,372.463,353.639,392.029,All races,F
di,1988,75-79,481.985,457.82,507.095,All races,F
di,1988,80-84,627.555,594.154,662.346,All races,F
di,1988,85+,705.922,668.613,744.771,All races,F
di,1989,All ages,80.343,78.742,81.968,All races,F
di,1989,00-04,,,,All races,F
di,1989,00,,,,All races,F
di,1989,01-04,,,,All races,F
di,1989,05-09,,,,All races,F
di,1989,10-14,,,,All races,F
di,1989,15-19,,,,All races,F
di,1989,20-24,,,,All races,F
di,1989,25-29,1.535,0.877,2.493,All races,F
di,1989,30-34,5.022,3.773,6.552,All races,F
di,1989,35-39,10.466,8.534,12.705,All races,F
di,1989,40-44,21.264,18.287,24.588,All races,F
di,1989,45-49,37.379,32.854,42.354,All races,F
di,1989,50-54,65.187,58.526,72.398,All races,F
di,1989,55-59,118.107,108.768,128.034,All races,F
di,1989,60-64,184.159,172.603,196.285,All races,F
di,1989,65-69,262.524,248.343,277.304,All races,F
di,1989,70-74,361.244,342.831,380.389,All races,F
di,1989,75-79,513.905,489.211,539.521,All races,F
di,1989,80-84,598.516,566.297,632.091,All races,F
di,1989,85+,734.393,696.844,773.439,All races,F
di,1990,All ages,79.63,78.046,81.237,All races,F
di,1990,00-04,,,,All races,F
di,1990,00,,,,All races,F
di,1990,01-04,,,,All races,F
di,1990,05-09,,,,All races,F
di,1990,10-14,,,,All races,F
di,1990,15-19,,,,All races,F
di,1990,20-24,,,,All races,F
di,1990,25-29,3.301,2.286,4.613,All races,F
di,1990,30-34,4.066,2.954,5.459,All races,F
di,1990,35-39,10.789,8.85,13.026,All races,F
di,1990,40-44,18.796,16.069,21.853,All races,F
di,1990,45-49,36.846,32.429,41.698,All races,F
di,1990,50-54,72.657,65.668,80.188,All races,F
di,1990,55-59,113.541,104.355,123.32,All races,F
di,1990,60-64,179.155,167.697,191.191,All races,F
di,1990,65-69,267.808,253.559,282.649,All races,F
di,1990,70-74,369.966,351.478,389.174,All races,F
di,1990,75-79,490.972,467.096,515.752,All races,F
di,1990,80-84,627.127,594.541,661.033,All races,F
di,1990,85+,661.303,626.236,697.823,All races,F
di,1991,All ages,80.203,78.625,81.806,All races,F
di,1991,00-04,,,,All races,F
di,1991,00,,,,All races,F
di,1991,01-04,,,,All races,F
di,1991,05-09,,,,All races,F
di,1991,10-14,,,,All races,F
di,1991,15-19,,,,All races,F
di,1991,20-24,,,,All races,F
di,1991,25-29,2.266,1.437,3.4,All races,F
di,1991,30-34,4.282,3.146,5.694,All races,F
di,1991,35-39,9.901,8.073,12.02,All races,F
di,1991,40-44,20.594,17.805,23.697,All races,F
di,1991,45-49,34.488,30.271,39.128,All races,F
di,1991,50-54,73.114,66.208,80.546,All races,F
di,1991,55-59,120.82,111.322,130.913,All races,F
di,1991,60-64,172.585,161.312,184.437,All races,F
di,1991,65-69,260.945,246.833,275.654,All races,F
di,1991,70-74,369.847,351.574,388.823,All races,F
di,1991,75-79,510.398,486.358,535.319,All races,F
di,1991,80-84,602.704,571.208,635.485,All races,F
di,1991,85+,688.478,653.373,724.979,All races,F
di,1992,All ages,78.929,77.374,80.507,All races,F
di,1992,00-04,,,,All races,F
di,1992,00,,,,All races,F
di,1992,01-04,,,,All races,F
di,1992,05-09,,,,All races,F
di,1992,10-14,,,,All races,F
di,1992,15-19,,,,All races,F
di,1992,20-24,,,,All races,F
di,1992,25-29,2.408,1.543,3.582,All races,F
di,1992,30-34,5.152,3.902,6.675,All races,F
di,1992,35-39,10.575,8.707,12.724,All races,F
di,1992,40-44,19.568,16.857,22.592,All races,F
di,1992,45-49,34.946,30.88,39.399,All races,F
di,1992,50-54,67.105,60.634,74.079,All races,F
di,1992,55-59,115.575,106.328,125.411,All races,F
di,1992,60-64,185.385,173.616,197.741,All races,F
di,1992,65-69,258.271,244.178,272.965,All races,F
di,1992,70-74,368.258,350.254,386.948,All races,F
di,1992,75-79,468.773,445.997,492.409,All races,F
di,1992,80-84,600.734,569.783,632.928,All races,F
di,1992,85+,654.941,621.327,689.901,All races,F
di,1993,All ages,77.804,76.271,79.36,All races,F
di,1993,00-04,,,,All races,F
di,1993,00,,,,All races,F
di,1993,01-04,,,,All races,F
