code,year,diag_age,rate,lower95,upper95,Race,Sex
di,1984,45-49,73.257,52.093,100.145,Black,F
di,1984,50-54,99.11,72.822,131.795,Black,F
di,1984,55-59,155.883,121.746,196.625,Black,F
di,1984,60-64,272.547,224.001,328.493,Black,F
di,1984,65-69,410.584,346.263,483.387,Black,F
di,1984,70-74,474.095,394.633,564.863,Black,F
di,1984,75-79,536.34,435.427,653.626,Black,F
di,1984,80-84,680.004,529.084,860.589,Black,F
di,1984,85+,691.643,527.796,890.281,Black,F
di,1985,All ages,62.897,58.541,67.492,Black,F
di,1985,00-04,,,,Black,F
di,1985,00,,,,Black,F
di,1985,01-04,,,,Black,F
di,1985,05-09,,,,Black,F
di,1985,10-14,,,,Black,F
di,1985,15-19,,,,Black,F
di,1985,20-24,,,,Black,F
di,1985,25-29,,,,Black,F
di,1985,30-34,,,,Black,F
di,1985,35-39,,,,Black,F
di,1985,40-44,38.937,25.66,56.651,Black,F
di,1985,45-49,50.735,33.713,73.326,Black,F
di,1985,50-54,94.593,68.997,126.573,Black,F
di,1985,55-59,155.507,121.453,196.151,Black,F
di,1985,60-64,234.759,190.374,286.386,Black,F
di,1985,65-69,327.209,270.61,392.151,Black,F
di,1985,70-74,415.044,342.055,498.998,Black,F
di,1985,75-79,524.384,426.66,637.791,Black,F
di,1985,80-84,748.573,593.572,931.664,Black,F
di,1985,85+,749.807,582.255,950.559,Black,F
di,1986,All ages,69.427,64.892,74.195,Black,F
di,1986,00-04,,,,Black,F
di,1986,00,,,,Black,F
di,1986,01-04,,,,Black,F
di,1986,05-09,,,,Black,F
di,1986,10-14,,,,Black,F
di,1986,15-19,,,,Black,F
di,1986,20-24,,,,Black,F
di,1986,25-29,,,,Black,F
di,1986,30-34,,,,Black,F
di,1986,35-39,16.217,9.27,26.336,Black,F
di,1986,40-44,31.999,20.284,48.014,Black,F
di,1986,45-49,52.585,35.479,75.068,Black,F
di,1986,50-54,123.379,93.922,159.15,Black,F
di,1986,55-59,187.798,150.214,231.928,Black,F
di,1986,60-64,300.021,249.926,357.214,Black,F
di,1986,65-69,407.962,345.088,478.978,Black,F
di,1986,70-74,361.605,294.534,439.383,Black,F
di,1986,75-79,574.076,473.542,689.641,Black,F
di,1986,80-84,792.379,636.345,975.09,Black,F
di,1986,85+,664.908,510.933,850.706,Black,F
di,1987,All ages,69.904,65.401,74.635,Black,F
di,1987,00-04,,,,Black,F
di,1987,00,,,,Black,F
di,1987,01-04,,,,Black,F
di,1987,05-09,,,,Black,F
di,1987,10-14,,,,Black,F
di,1987,15-19,,,,Black,F
di,1987,20-24,,,,Black,F
di,1987,25-29,,,,Black,F
di,1987,30-34,,,,Black,F
di,1987,35-39,16.471,9.595,26.372,Black,F
di,1987,40-44,29.787,18.882,44.694,Black,F
di,1987,45-49,60.365,42.279,83.571,Black,F
di,1987,50-54,120.277,91.331,155.486,Black,F
di,1987,55-59,196.168,157.742,241.124,Black,F
di,1987,60-64,282.134,233.917,337.363,Black,F
di,1987,65-69,415.349,352.535,486.127,Black,F
di,1987,70-74,452.934,378.15,538.178,Black,F
di,1987,75-79,467.605,379.196,570.439,Black,F
di,1987,80-84,715.685,570.859,886.067,Black,F
di,1987,85+,767.057,604.354,960.086,Black,F
di,1988,All ages,67.642,63.256,72.252,Black,F
di,1988,00-04,,,,Black,F
di,1988,00,,,,Black,F
di,1988,01-04,,,,Black,F
di,1988,05-09,,,,Black,F
di,1988,10-14,,,,Black,F
di,1988,15-19,,,,Black,F
di,1988,20-24,,,,Black,F
di,1988,25-29,,,,Black,F
di,1988,30-34,,,,Black,F
di,1988,35-39,18.601,11.362,28.727,Black,F
di,1988,40-44,30.437,19.697,44.931,Black,F
di,1988,45-49,38.718,24.808,57.61,Black,F
di,1988,50-54,91.335,66.621,122.214,Black,F
di,1988,55-59,206.625,166.974,252.857,Black,F
di,1988,60-64,259.194,213.224,312.137,Black,F
di,1988,65-69,387.678,327.737,455.409,Black,F
di,1988,70-74,435.685,362.937,518.738,Black,F
di,1988,75-79,501.719,411.57,605.745,Black,F
di,1988,80-84,741.284,596.835,910.132,Black,F
di,1988,85+,707.433,554.514,889.491,Black,F
di,1989,All ages,64.503,60.263,68.962,Black,F
di,1989,00-04,,,,Black,F
di,1989,00,,,,Black,F
di,1989,01-04,,,,Black,F
di,1989,05-09,,,,Black,F
di,1989,10-14,,,,Black,F
di,1989,15-19,,,,Black,F
di,1989,20-24,,,,Black,F
di,1989,25-29,,,,Black,F
di,1989,30-34,,,,Black,F
