site,period,diag_age,rate,lower95,upper95,race,gender
0,1988,60-64,1786.083,1646.69,1934.122,Black,M
0,1988,65-69,2721.701,2534.729,2918.816,Black,M
0,1988,70-74,3302.436,3053.779,3565.947,Black,M
0,1988,75-79,3628.257,3308.276,3970.832,Black,M
0,1988,80-84,4133.11,3656.477,4654.618,Black,M
0,1988,85+,3238.599,2736.232,3806.49,Black,M
0,1989,All ages,368.193,357.432,379.196,Black,M
0,1989,00-04,20.354,13.172,30.047,Black,M
0,1989,00,,,,Black,M
0,1989,01-04,,,,Black,M
0,1989,05-09,,,,Black,M
0,1989,10-14,15.414,8.811,25.032,Black,M
0,1989,15-19,,,,Black,M
0,1989,20-24,17.916,10.944,27.671,Black,M
0,1989,25-29,44.073,32.816,57.948,Black,M
0,1989,30-34,66.112,51.912,82.998,Black,M
0,1989,35-39,128.819,107.061,153.699,Black,M
0,1989,40-44,191.649,161.823,225.379,Black,M
0,1989,45-49,411.611,360.238,468.254,Black,M
0,1989,50-54,701.027,624.06,784.865,Black,M
0,1989,55-59,1182.859,1074.904,1298.721,Black,M
0,1989,60-64,1841.989,1700.502,1992.107,Black,M
0,1989,65-69,2637.833,2455.594,2830.016,Black,M
0,1989,70-74,3080.439,2842.705,3332.748,Black,M
0,1989,75-79,3702.316,3382.99,4043.661,Black,M
0,1989,80-84,4436.96,3951.383,4965.737,Black,M
0,1989,85+,3377.23,2872.688,3944.88,Black,M
0,1990,All ages,385.381,374.511,396.486,Black,M
0,1990,00-04,16.971,10.636,25.694,Black,M
0,1990,00,,,,Black,M
0,1990,01-04,17.871,10.591,28.244,Black,M
0,1990,05-09,,,,Black,M
0,1990,10-14,,,,Black,M
0,1990,15-19,,,,Black,M
0,1990,20-24,,,,Black,M
0,1990,25-29,48.114,36.345,62.48,Black,M
0,1990,30-34,68.472,54.124,85.456,Black,M
0,1990,35-39,131.512,109.957,156.057,Black,M
0,1990,40-44,214.462,184.031,248.489,Black,M
0,1990,45-49,405.638,355.532,460.827,Black,M
0,1990,50-54,745.488,666.985,830.692,Black,M
0,1990,55-59,1191.985,1083.437,1308.463,Black,M
0,1990,60-64,1980.924,1834.284,2136.169,Black,M
0,1990,65-69,2740.822,2556.633,2934.775,Black,M
0,1990,70-74,3434.206,3185.695,3696.954,Black,M
0,1990,75-79,3836.336,3515.45,4178.641,Black,M
0,1990,80-84,4577.664,4092.002,5105.113,Black,M
0,1990,85+,3896.373,3359.288,4494.909,Black,M
0,1991,All ages,416.147,404.983,427.54,Black,M
0,1991,00-04,,,,Black,M
0,1991,00,,,,Black,M
0,1991,01-04,,,,Black,M
0,1991,05-09,,,,Black,M
0,1991,10-14,,,,Black,M
0,1991,15-19,17.409,10.482,27.187,Black,M
0,1991,20-24,15.247,8.882,24.412,Black,M
0,1991,25-29,43.267,32.215,56.888,Black,M
0,1991,30-34,77.245,62.114,94.948,Black,M
0,1991,35-39,124.52,103.96,147.955,Black,M
0,1991,40-44,225.872,195.578,259.529,Black,M
0,1991,45-49,381.775,333.926,434.556,Black,M
0,1991,50-54,714.317,638.872,796.222,Black,M
0,1991,55-59,1303.333,1190.02,1424.527,Black,M
0,1991,60-64,2044.258,1895.917,2201.123,Black,M
0,1991,65-69,3076.923,2881.493,3282.119,Black,M
0,1991,70-74,4080.479,3813.2,4361.552,Black,M
0,1991,75-79,4363.636,4024.721,4723.469,Black,M
0,1991,80-84,4840.469,4349.98,5371.126,Black,M
0,1991,85+,4531.661,3957.602,5165.585,Black,M
0,1992,All ages,444.222,432.828,455.84,Black,M
0,1992,00-04,15.828,9.919,23.963,Black,M
0,1992,00,,,,Black,M
0,1992,01-04,15.208,8.859,24.35,Black,M
0,1992,05-09,,,,Black,M
0,1992,10-14,,,,Black,M
0,1992,15-19,15.624,9.102,25.016,Black,M
0,1992,20-24,22.138,14.327,32.68,Black,M
0,1992,25-29,43.265,32.214,56.886,Black,M
0,1992,30-34,86.499,70.603,104.905,Black,M
0,1992,35-39,116.948,97.495,139.146,Black,M
0,1992,40-44,217.501,188.259,249.998,Black,M
0,1992,45-49,357.392,312.786,406.574,Black,M
0,1992,50-54,739.685,665.038,820.418,Black,M
0,1992,55-59,1470.001,1349.912,1597.907,Black,M
0,1992,60-64,2254.989,2099.788,2418.627,Black,M
0,1992,65-69,3516.513,3307.2,3735.602,Black,M
0,1992,70-74,4480.081,4203.247,4770.357,Black,M
0,1992,75-79,4674.515,4328.479,5040.855,Black,M
0,1992,80-84,4689.803,4211.29,5207.794,Black,M
0,1992,85+,4295.197,3746.339,4901.84,Black,M
0,1993,All ages,452.027,440.666,463.607,Black,M
0,1993,00-04,21.814,14.822,30.964,Black,M
0,1993,00,,,,Black,M
